Original    Solution
000007030   915847236
000780000   534782961
800360720   891364725
000000000   762915348

Original    Solution
000700020   543761829
100340500   192348567
800000000   867259314
705000200   715894236
020136000   428136795
030000000   936527481
600072000   681472953
300000100   379685142
000000000   254913678

Original    Solution
580700010   582743619
000000000   314296578
600001000   679851234
007030000   267438951
100070080   193572486
058060020   458169327
000004000   726314895
005080140   935687142
000000000   841925763

Original    Solution
000000030   458679132
010028000   317428569
620103000   629153478
200000000   271385946
030000050   834796251
000200080   596241387
105000000   145862793
703004620   783914625
000000000   962537814

Original    Solution
800300000   816354279
302100400   352197468
700060300   749268315
000540000   163542897
080010000   287619534
004000100   594783126
000800000   671835942
425070000   425971683
000000000   938426751

Original    Solution
000700600   123749658
006008100   596328174
048010000   748516239
300000700   384692715
000800300   659871342
201405000   271435986
067000820   467953821
000000000   815267493
000000000   932184567

Original    Solution
082000050   482367159
000001000   536291748
001000300   791845326
673000080   673914285
000003000   258673491
140580070   149582673
004100000   824139567
300400000   367458912
000000000   915726834

Original    Solution
002007040   152837649
870060000   879264135
040500020   346519728
000300400   267358491
030000000   438691572
501070300   591472386
000000250   713986254
000043000   925143867
000000000   684725913

Original    Solution
360000000   365719248
200004000   279384561
801000000   841526397
000050000   627951834
008400010   598432716
403078000   413678925
050240100   756243189
000160000   982165473
000000000   134897652

Original    Solution
007008310   457268319
200000450   268139457
000074000   193574268
030000700   534682791
000000020   716945823
000703000   982713546
600020100   649327185
070050030   871456932
000000000   325891674

Original    Solution
100000700   143258796
020070080   529476381
000000000   867913524
000000250   471869253
630000100   638542179
005137000   295137468
000300040   912385647
780021000   784621935
000000000   356794812

Original    Solution
000008420   167958423
508700610   528743619
003000500   493162578
080004000   385214967
002306000   942376185
001000030   671895234
800500000   814527396
000000700   236489751
000000000   759631842

Original    Solution
000000860   213459867
040000500   746281539
080076100   589376124
060007000   362817495
108000000   158694273
400030080   497532681
001708000   921748356
070100000   675123948
000000000   834965712

Original    Solution
000010500   286413579
400006030   459786132
107002000   137952486
000604010   523674918
000200050   874291653
061000000   961835247
700508000   712568394
300000700   348129765
000000000   695347821

Original    Solution
007000010   327456819
600030050   648139752
150002000   159782436
003560000   813567294
070004600   275394681
004020300   964821375
500000020   531648927
000000040   796213548
000000000   482975163

Original    Solution
000085000   127985643
004001000   534761829
600400500   698423517
703600000   753642198
080070060   281579364
000130200   469138275
000007400   916357482
002004000   372814956
000000000   845296731

Original    Solution
240003000   241653798
003000000   783149256
000087300   569287314
000000400   178392465
305000100   395468127
020570080   426571983
600000800   612735849
007020600   857924631
000000000   934816572

Original    Solution
010080000   613284597
040060300   247569318
058000000   958137246
300001000   324751689
080603070   185693472
700000000   769428135
806302000   876342951
000005700   492815763
000000000   531976824

Original    Solution
000001400   352781469
000040000   678249135
014560020   914563827
036800000   536894271
040000000   741352698
200170000   289176543
020008000   427918356
100005700   193625784
000000000   865437912

Original    Solution
831026070   831426579
060000000   267589134
000300680   459371682
000012000   576812493
083000000   983745216
140060000   142963758
005100000   325194867
000000040   618237945
000000000   794658321

Original    Solution
040000710   245386719
307500000   397512846
010004200   618974253
080700030   589761432
130020000   134829567
706050000   726453198
000000600   453297681
000008000   962148375
000000000   871635924

Original    Solution
200450700   213456789
600080000   657189324
008000000   498372156
000000000   325768941
040001200   849531267
100000030   176924538
504000800   534617892
760003410   762893415
000000000   981245673

Original    Solution
050000060   153278964
607040000   627149358
008350010   948356217
005000740   215893746
004000000   364712589
000065020   789465123
002000400   532687491
406000000   476921835
000000000   891534672

Original    Solution
080010000   285619374
060000510   463278519
000435000   197435268
700002000   746152893
850000740   852396741
010080000   319784625
000507100   928547136
004000000   634821957
000000000   571963482

Original    Solution
010007000   513247698
026580010   726589314
000000700   849163752
050000000   954718263
360000000   368425971
000030840   172936845
400300080   491372586
007600400   287651439
000000000   635894127

Original    Solution
000600700   123645789
000000040   567893142
008000000   498127635
000000050   916784253
080002000   785362491
234010060   234519867
000476000   351476928
670230010   679238514
000000000   842951376

Original    Solution
206300000   216358749
084720030   584729136
000004000   379614528
000080000   142587693
007060210   897463215
000000480   653291487
000002000   468972351
005000870   925136874
000000000   731845962

Original    Solution
800043000   826543719
000071600   439871625
001000800   571269834
003000000   153987246
040310000   647312598
000600070   982654371
010700400   215796483
300020100   398425167
000000000   764138952

Original    Solution
500006010   524876319
063000000   863519247
000000580   179324586
008160730   298165734
000000000   316247895
050003020   457983621
000732000   641732958
080001000   982651473
000000000   735498162

Original    Solution
070001650   372481659
000007040   158697243
000250000   469253178
000002060   583712964
040008010   946538712
207000080   217964385
000006500   821346597
700100000   794125836
000000000   635879421

Original    Solution
700005000   712845369
000630000   589631247
004270000   364279158
003500000   243518796
000320010   896327415
000400820   157496823
020004600   925784631
608000000   638152974
000000000   471963582

Original    Solution
000800510   746829513
201400000   251436789
030001400   839571426
000060800   324167895
600000300   698245371
105003000   175983264
080002000   583612947
400000050   417398652
000000000   962754138

Original    Solution
010000720   315468729
000000000   267195834
480270100   489273165
000057080   136957482
500340010   578342916
000600050   924681357
700000240   791536248
000000000   642819573
000000000   853724691

Original    Solution
080003000   186253497
040080520   349781526
250060010   257469318
000007000   431627859
800005100   872935164
600004070   695814273
003000700   563198742
000040000   728546931
000000000   914372685

Original    Solution
000000600   134859627
020007040   526317849
000002000   789462153
003740000   253746918
001030060   941238765
000500030   678591234
460025080   467925381
300080000   392184576
000000000   815673492

Original    Solution
408006020   458136729
001000000   671298435
300004080   392574186
020010040   527619843
004005000   864325917
003080600   913487652
000002000   136742598
085000300   285961374
000000000   749853261

Original    Solution
725000080   725136489
300000000   369845127
014000500   814279536
000468000   152468793
000000000   487391652
030020800   936527814
048000270   648913275
001004000   291754368
000000000   573682941

Original    Solution
005000010   245683719
310000020   316749825
000020000   789125346
100002080   197352684
000004100   523864197
800000530   864917532
000070460   951278463
670030000   672431958
000000000   438596271

Original    Solution
004150600   794153682
200076040   215876349
063004000   863924175
008000000   378519264
001000500   421368597
000207000   659247813
080400050   187432956
000000020   536791428
000000000   942685731

Original    Solution
000000650   124389657
000400300   567412398
008067040   398567142
003206080   413276589
200030000   259834716
000051200   786951234
005000000   635748921
000005800   941625873
000000000   872193465

Original    Solution
000027810   369427815
004000000   824531697
501060020   571869423
000200000   135274986
000003000   987613542
200000370   246985371
010306000   412396758
000150200   793158264
000000000   658742139

Original    Solution
064200700   164235789
003007050   923847156
080000040   587169243
400300000   415378692
000500000   632594871
000602500   798612534
206400010   276453918
050000000   351986427
000000000   849721365

Original    Solution
000000000   123479568
000000200   946581273
070600000   578632149
032008000   732198654
800005000   861345792
400720830   495726831
600050020   619853427
250017000   254917386
000000000   387264915

Original    Solution
500080300   516287349
040013000   749613258
000500600   823549617
107000000   167395482
000000000   458721963
302004000   392864175
000158020   934158726
280070000   281976534
000000000   675432891

Original    Solution
004000000   234716589
000000100   657389142
000054000   819254637
006100800   726135894
300000260   391847265
500060070   548962371
400600020   485691723
100420050   173428956
000000000   962573418

Original    Solution
013500800   213547869
060100000   467189235
000000700   589326714
000068000   751268493
320004070   328914576
600050000   694753128
000070040   832675941
140002000   146892357
000000000   975431682

Original    Solution
540000000   543176298
000540010   286549317
000208000   719238546
402000080   492751683
030000400   637892451
000360700   158364729
071000030   871625934
060400000   965413872
000000000   324987165

Original    Solution
005000180   465279183
802003600   812543697
030000000   937618245
704006000   724396518
001050000   691857324
083400000   583421769
000080070   356982471
000130000   278134956
000000000   149765832

Original    Solution
004001030   254781639
300600000   371629845
000005000   986345721
000003280   165973284
000800010   723854916
400000500   498162573
600037000   642537198
017006050   817496352
000000000   539218467

Original    Solution
602030500   642739518
700010060   738512964
001800000   591846273
080405000   183425697
004000030   954671832
070003000   276983145
060000400   367298451
000067000   425167389
000000000   819354726

Original    Solution
082000310   782469315
000570000   134578296
500000000   569123784
001000630   271945638
008017050   398617452
040082000   645382179
006000000   456791823
020000060   927834561
000000000   813256947

Original    Solution
000017000   345217896
200508000   267598134
081000000   981346257
000004060   138724965
002000340   572169348
604000000   694835712
700002600   713452689
026000500   426981573
000000000   859673421

Original    Solution
706301800   796321845
000000000   384579126
512060000   512468379
060000210   463795218
050203000   158243697
000080500   927186534
040057000   241657983
000000000   639814752
000000000   875932461

Original    Solution
280000000   281647359
060503000   469583217
000200000   375219846
010060000   714962538
600108070   623158974
000030020   958734621
007005000   137895462
500400180   592476183
000000000   846321795

Original    Solution
760401000   763451289
000003740   218963745
000000000   459278163
600020030   685124937
020080400   321789456
000635000   974635812
142000000   142396578
000800000   537812694
000000000   896547321

Original    Solution
000000030   158469237
004207000   634217598
000800160   279835164
026000000   826153479
000080010   945782316
010004020   317694825
400000680   492571683
003008700   563928741
000000000   781346952

Original    Solution
010006430   712586439
000400000   358419267
006073000   496273158
000000000   134957682
200800000   267834591
580002070   589162374
000701040   623791845
870600000   871645923
000000000   945328716

Original    Solution
004200080   134265789
000078000   256978431
000001000   789341526
007500060   817594263
000000050   423617958
000830040   695832147
360450800   361459872
000020300   578126394
000000000   942783615

Original    Solution
000000030   176258439
040170000   843179526
020400000   529436718
010005200   917365284
065007000   265847193
400000600   438921675
000502300   681592347
000603050   794613852
000000000   352784961

Original    Solution
000857000   216857394
800000100   835496127
040230600   749231658
000600000   528614739
600080000   674389215
100000840   193572846
002060000   382965471
001028000   451728963
000000000   967143582

Original    Solution
806000000   816234579
025000010   325789416
000010000   497516238
064308720   564398721
080000000   781462395
000107000   239157684
002000800   142975863
053020000   653821947
000000000   978643152

Original    Solution
603000000   643182597
100060000   152769438
008304000   798354126
800000740   816935742
205000080   235417689
400020000   479826351
320008070   321648975
000500000   984571263
000000000   567293814

Original    Solution
076200100   376249158
800001400   852361479
000078600   149578623
000000000   713426895
000103760   295183764
000007310   468957312
000805000   631895247
020000000   527634981
000000000   984712536

Original    Solution
005300000   165324789
000008000   492678135
000005060   738915462
070100500   374162598
080003200   981753246
026000070   526489371
210000000   213846957
847000020   847591623
000000000   659237814

Original    Solution
408000000   418236579
007080200   697485213
305000600   325971648
083010000   283514967
070000800   174693852
000020000   569728134
000307080   952367481
000100720   836149725
000000000   741852396

Original    Solution
000080300   215687349
000030000   497135268
060200000   368249157
683004020   683794521
000001700   952361784
104500000   174528936
000073600   541873692
000400010   729456813
000000000   836912475

Original    Solution
070600080   371649285
004300000   564328179
000000400   982157436
007005000   437915862
050003000   859263714
216804000   216874593
008000000   728536941
100082050   193482657
000000000   645791328

Original    Solution
007005300   617485329
004002000   384192567
500060000   592763148
020008000   726518493
030040050   839247651
100000070   145936872
250304000   251374986
008600000   978651234
000000000   463829715

Original    Solution
080030000   182635479
000000680   347291685
000704000   569784231
000006000   821576394
004020500   634928517
000010060   795413862
003052100   973852146
400107020   458167923
000000000   216349758

Original    Solution
013000850   213476859
000000240   568139247
000020000   479528136
002004060   852394761
000060580   391267584
647000000   647815392
700000000   724683915
035001000   935741628
000000000   186952473

